type,serial,LS
 Soyuz-L,Yu15000-017,Ba LC-31/6
 Titan-3(23)B Agena-D,3B-23,Va SLC-4W
 Titan-3(23)B Agena-D,3B-24,Va SLC-4W
 Titan-3(23)B Agena-D,3B-25,Va SLC-4W
 Titan-3(23)B Agena-D,3B-26,Va SLC-4W
 Titan-3(23)B Agena-D,3B-27,Va SLC-4W
 Titan-3(23)B Agena-D,3B-28,Va SLC-4W
 Titan-3(23)B Agena-D,3B-29,Va SLC-4W
 Titan-3(23)B Agena-D,3B-30,Va SLC-4W
 Titan-3(23)B Agena-D,3B-31,Va SLC-4W
 Delta-M6,562/D-83,CC LC-17A
 Titan-3(33)B Agena-D,3B-36,Va SLC-4W
 Titan-3(33)B Agena-D,3B-38,Va SLC-4W
Titan-3D,3D-1,Va SLC-4E
Titan-3D,3D-2,Va SLC-4E
Titan-3D,3D-5,Va SLC-4E
Titan-3D,3D-3,Va SLC-4E
Titan-3D,3D-6,Va SLC-4E
Titan-3D,3D-7,Va SLC-4E
Titan-3D,3D-8,Va SLC-4E
Titan-3D,3D-9,Va SLC-4E
Titan-3D,3D-4,Va SLC-4E
 Titan-3D,3D-10,Va SLC-4E
 Titan-3D,3D-13,Va SLC-4E
 Titan-3D,3D-14,Va SLC-4E
 Titan-3D,3D-15,Va SLC-4E
 Titan-3D,3D-17,Va SLC-4E
 Titan-3D,3D-20,Va SLC-4E
 Titan-3D,3D-18,Va SLC-4E
 Titan-3D,3D-21,Va SLC-4E
 Titan-3D,3D-19,Va SLC-4E
 Titan-3D,3D-16,Va SLC-4E
 Titan-3D,3D-22,Va SLC-4E
 Titan-3D,3D-24,Va SLC-4E
 Titan-3D,3D-23,Va SLC-4E
 Titan-3(24)B Agena-D,3B-32,Va SLC-4W
 Titan-3(24)B Agena-D,3B-33,Va SLC-4W
 Titan-3(24)B Agena-D,3B-34,Va SLC-4W
 Titan-3(24)B Agena-D,3B-39,Va SLC-4W
 Titan-3(24)B Agena-D,3B-40,Va SLC-4W
 Titan-3(24)B Agena-D,3B-41,Va SLC-4W
 Titan-3(24)B Agena-D,3B-42,Va SLC-4W
 Titan-3(24)B Agena-D,3B-44,Va SLC-4W
 Titan-3(24)B Agena-D,3B-45,Va SLC-4W
 Titan-3(24)B Agena-D,3B-46,Va SLC-4W
 Titan-3(24)B Agena-D,3B-48,Va SLC-4W
 Titan-3(24)B Agena-D,3B-47,Va SLC-4W
 Titan-3(24)B Agena-D,3B-52,Va SLC-4W
 Titan-3(24)B Agena-D,3B-51,Va SLC-4W
 Titan-3(24)B Agena-D,3B-54,Va SLC-4W
 Titan-3(24)B Agena-D,3B-58,Va SLC-4W
 Titan-3(24)B Agena-D,3B-61,Va SLC-4W
 Titan-3(24)B Agena-D,3B-59,Va SLC-4W
 Titan-3(24)B Agena-D,3B-62,Va SLC-4W
 Titan-3(24)B Agena-D,3B-63,Va SLC-4W
 Titan-3(24)B Agena-D,3B-67,Va SLC-4W
 Thor-LV2F Burner-2A,159,Va SLC-10W
 Thor-LV2F Burner-2A,153,Va SLC-10W
 Thor-LV2F Burner-2A,294,Va SLC-10W
 Thor-LV2F Burner-2A,291,Va SLC-10W
 Thor-LV2F Burner-2A,207,Va SLC-10W
 Thor-LV2F Burner-2A,275,Va SLC-10W
 Thor-LV2F Burner-2A,197,Va SLC-10W
 Thor-LV2F Burner-2A,182,Va SLC-10W
 Europa-2,F-11,Ko CECLES
 Soyuz-M,Yu15000-001,Pl LC-41/1
 Soyuz-M,Kh15000-002,Pl LC-43/4
 Soyuz-M,S15000-003,Pl LC-41/1
 Soyuz-M,Kh15000-004,Pl LC-41/1
 Soyuz-M,76043-825,Pl LC-41/1
 Soyuz-M,76029-837,Pl LC-43/4
 Soyuz-M,76029-836,Pl LC-41/1
 Soyuz-M,76029-838,Pl LC-41/1
 Atlas-SLV3C Centaur-D Star-37E,AC- 27,CC LC-36A
 Molniya-M (Blok-SO-L),Kh15000-079,Ba LC-31/6
 Molniya-M (Blok-SO-L),M15000-108,Ba LC-31/6
 Molniya-M (Blok-SO-L),M15000-118,Ba LC-31/6
 Molniya-M (Blok-SO-L),76041-575,Ba LC-31/6
 Molniya-M (Blok-SO-L),E15000-153,Ba LC-31/6
 Molniya-M (Blok-SO-L),E15000-160,Ba LC-31/6
 Molniya-M (Blok-SO-L),D15000-173/801,Ba LC-31/6
 Molniya-M (Blok-SO-L),P15000-203,Ba LC-31/6
 Molniya-M (Blok-SO-L),Ts15000-214,Ba LC-31/6
 Molniya-M (Blok-SO-L),B15000-252,Ba LC-31/6
 Delta-900,574/D-89,Va SLC-2W
 Delta-900,577/D-93,Va SLC-2W
 Molniya-M (Blok-2BL),S15000-100,Pl LC-41/1
 Molniya-M (Blok-2BL),M15000-116,Pl LC-41/1
 Molniya-M (Blok-2BL),A15000-121,Pl LC-41/1
 Molniya-M (Blok-2BL),78031-574,Pl LC-41/1
 Molniya-M (Blok-2BL),78026-600,Pl LC-43/4
 Molniya-M (Blok-2BL),E15000-160,Pl LC-43/3
 Molniya-M (Blok-2BL),D15000-162,Pl LC-43/4
 Molniya-M (Blok-2BL),77052-609,Pl LC-43/4
 Molniya-M (Blok-2BL),77052-608,Pl LC-43/3
 Molniya-M (Blok-2BL),76038-507,Pl LC-43/4
 Molniya-M (Blok-2BL),76038-512,Pl LC-41/1
 Molniya-M (Blok-2BL),78055-531,Pl LC-43/4
 Molniya-M (Blok-2BL),77025-526,Pl LC-41/1
 Molniya-M (Blok-2BL),77025-527,Pl LC-43/3
 Molniya-M (Blok-2BL),77025-529,Pl LC-41/1
 Molniya-M (Blok-2BL),76047-548,Pl LC-41/1
 Molniya-M (Blok-2BL),78055-536,Pl LC-41/1
 Molniya-M (Blok-2BL),76047-549,Pl LC-16/2
 Molniya-M (Blok-2BL),78017-553,Pl LC-41/1
 Molniya-M (Blok-2BL),76047-554,Pl LC-43/3
 Molniya-M (Blok-2BL),76047-522,Pl LC-16/2
 Molniya-M (Blok-2BL),76047-555,Pl LC-16/2
 Molniya-M (Blok-2BL),77023-618,Pl LC-16/2
 Molniya-M (Blok-2BL),77023-621,Pl LC-16/2
 Molniya-M (Blok-2BL),76053-624,Pl LC-41/1
 Molniya-M (Blok-2BL),76053-626,Pl LC-43/3
 Molniya-M (Blok-2BL),76053-639,Pl LC-16/2
 Molniya-M (Blok-2BL),77049-646,Pl LC-16/2
 Molniya-M (Blok-2BL),76054-647,Pl LC-43/3
 Molniya-M (Blok-2BL),78039-642,Pl LC-16/2
 Molniya-M (Blok-2BL),76054-649,Pl LC-16/2
 Molniya-M (Blok-2BL),77049-643,Pl LC-16/2
 Molniya-M (Blok-2BL),77024-657,Pl LC-16/2
 Molniya-M (Blok-2BL),78012-659,Pl LC-43/4
 Molniya-M (Blok-2BL),76032-667,Pl LC-16/2
 Molniya-M (Blok-2BL),76054-651,Pl LC-16/2
 Molniya-M (Blok-2BL),78012-662,Pl LC-16/2
 Molniya-M (Blok-2BL),76032-669,Pl LC-41/1
 Molniya-M (Blok-2BL),76032-668,Pl LC-16/2
 Molniya-M (Blok-2BL),76032-664,Pl LC-16/2
 Molniya-M (Blok-2BL),77046-674,Pl LC-43/4
 Molniya-M (Blok-2BL),76032-670,Pl LC-16/2
 Molniya-M (Blok-2BL),77046-675,Pl LC-43/4
 Molniya-M (Blok-2BL),78056-681/668 ?,Pl LC-41/1
 Molniya-M (Blok-2BL),78056-677,Pl LC-16/2
 Molniya-M (Blok-2BL),76021-683,Pl LC-43/4
 Molniya-M (Blok-2BL),76021-687,Pl LC-16/2
 Molniya-M (Blok-2BL),76021-684,Pl LC-41/1
 Molniya-M (Blok-2BL),77011-689,Pl LC-16/2
 Molniya-M (Blok-2BL),76048-509,Pl LC-43/4
 Molniya-M (Blok-2BL),78028-511,Pl LC-16/2
 Molniya-M (Blok-2BL),78028-514,Pl LC-41/1
 Molniya-M (Blok-2BL),77015-528,Pl LC-41/1
 Molniya-M (Blok-2BL),77015-526,Pl LC-16/2
 Molniya-M (Blok-2BL),76035-531,Pl LC-41/1
 Molniya-M (Blok-2BL),76035-534,Pl LC-41/1
 Molniya-M (Blok-2BL),78039-557,Pl LC-43/3
 Molniya-M (Blok-2BL),77059-563,Pl LC-16/2
 Molniya-M (Blok-2BL),77059-566,Pl LC-43/3
 Molniya-M (Blok-2BL),76047-570,Pl LC-16/2
 Molniya-M (Blok-2BL),77017-572,Pl LC-16/2
 Molniya-M (Blok-2BL),,Pl LC-43/4
 Molniya-M (Blok-2BL),76047-568,Pl LC-16/2
 Molniya-M (Blok-2BL),78023-608,Pl LC-43/3
 Molniya-M (Blok-2BL),77053-605,Pl LC-43/3
 Molniya-M (Blok-2BL),77053-604,Pl LC-16/2
 Molniya-M (Blok-2BL),77059-565,Pl LC-43/3
 Molniya-M (Blok-2BL),78023-609,Pl LC-16/2
 Molniya-M (Blok-2BL),78012-644,Pl LC-43/4
 Molniya-M (Blok-2BL),78023-610,Pl LC-16/2
 Molniya-M (Blok-2BL),78012-642,Pl LC-16/2
 Molniya-M (Blok-2BL),77017-573,Pl LC-16/2
 Molniya-M (Blok-2BL),N15000-294,Pl LC-43/3
 Molniya-M (Blok-2BL),V15000-040,Ba LC-31/6
 Molniya-M (Blok-2BL),76047-680,Pl LC-43/3
 Molniya-M (Blok-2BL),76032-647,Pl LC-16/2
 Molniya-M (Blok-2BL),77031-673,Pl LC-43/4
 Molniya-M (Blok-2BL),78051-676,Pl LC-16/2
 Molniya-M (Blok-2BL),77017-681,Pl LC-16/2
 Molniya-M (Blok-2BL),78054-688,Pl LC-16/2
 Molniya-M (Blok-2BL),77045-685,Pl LC-16/2
 Molniya-M (Blok-2BL),78036-691,Pl LC-16/2
 Molniya-M (Blok-2BL),77046-692,Pl LC-16/2
 Molniya-M (Blok-2BL),77046-693,Pl LC-16/2
 Molniya-M (Blok-2BL),78041-699,Pl LC-16/2
 Delta-1604,579/D-90,CC LC-17B
 Delta-1604,582/D-97,CC LC-17B
Atlas-F Burner-2,102F,Va BMRS-A1
 Delta-300,575/D-91,Va SLC-2W
 Delta-300,576/D-98,Va SLC-2W
 Delta-1914,580/D-92,CC LC-17B
 Delta-1914,583/D-94,CC LC-17B
 Atlas-SLV3D Centaur-D1A Star-37E,AC- 30,CC LC-36B
Saturn-5 (2 St.),SA-513,CCK LC-39A
 Soyuz-U,76043-731,Pl LC-43/3
 Soyuz-U,76043-732,Pl LC-43/3
 Soyuz-U,A15000-004,Pl LC-43/3
 Soyuz-U,A15000-006,Ba LC-31/6
 Soyuz-U,A15000-009,Ba LC-31/6
 Soyuz-U,A15000-008,Ba LC-31/6
 Soyuz-U,A15000-005,Pl LC-43/3
 Soyuz-U,K15000-011,Ba LC-1/5
 Soyuz-U,K15000-007,Ba LC-31/6
 Soyuz-U,K15000-010,Pl LC-43/4
 Soyuz-U,K15000-012,Ba LC-31/6
 Soyuz-U,K15000-014,Ba LC-1/5
 Soyuz-U,A15000-003,Pl LC-43/3
 Soyuz-U,76041-851,Pl LC-43/3
 Soyuz-U,76041-849,Ba LC-31/6
 Soyuz-U,76041-850,Pl LC-43/3
 Soyuz-U,F15000-017,Ba LC-1/5
 Soyuz-U,A15000-016,Pl LC-43/3
 Soyuz-U,77016-662,Pl LC-43/3
 Soyuz-U,77016-011,Pl LC-43/3
 Soyuz-U,F15000-021,Ba LC-1/5
 Soyuz-U,K15000-15,Ba LC-1/5
 Soyuz-U,F15000-022,Pl LC-43/3
 Soyuz-U,K15000-013,Pl LC-43/3
 Soyuz-U,78026-666,Pl LC-31/6
 Soyuz-U,78026-222,Ba LC-31/6
 Soyuz-U,76042-022,Pl LC-43/3
 Soyuz-U,78026-220,Pl LC-43/3
 Soyuz-U,78026-221,Pl LC-43/4
 Soyuz-U,78026-958,Pl LC-43/3
 Soyuz-U,78026-668,Pl LC-43/4
 Soyuz-U,76042-241,Pl LC-43/3
 Soyuz-U,76042-690,Ba LC-31/6
 Soyuz-U,78026-665,Pl LC-43/4
 Soyuz-U,E15000-069,Ba LC-1/5
 Soyuz-U,78026-862,Pl LC-43/3
 Soyuz-U,76042-240,Ba LC-31/6
 Soyuz-U,78026-669,Pl LC-43/3
 Soyuz-U,E15000-056,Pl LC-43/4
 Soyuz-U,78026-664,Ba LC-31/6
 Soyuz-U,78026-686,Pl LC-43/4
 Soyuz-U,78026-223,Pl LC-43/4
 Soyuz-U,78026-673,Ba LC-31/6
 Soyuz-U,E15000-052,Pl LC-43/4
 Soyuz-U,E15000-071,Ba LC-1/5
 Soyuz-U,76042-238,Pl LC-43/4
 Soyuz-U,78026-674,Ba LC-31/6
 Soyuz-U,78026-675,Ba LC-31/6
 Soyuz-U,78026-224,Ba LC-31/6
 Soyuz-U,E15000-092,Ba LC-1/5
 Soyuz-U,78026-667,Pl LC-43/3
 Soyuz-U,78026-672,Ba LC-31/6
 Soyuz-U,77052-023,Pl LC-43/4
 Soyuz-U,78026-670,Pl LC-43/3
 Soyuz-U,76042-235,Pl LC-43/3
 Soyuz-U,78026-671,Pl LC-43/4
 Soyuz-U,76042-236,Ba LC-31/6
 Soyuz-U,E15000-031,Pl LC-43/3
 Soyuz-U,76042-687,Pl LC-43/3
 Soyuz-U,76042-688,Ba LC-31/6
 Soyuz-U,78018-034,Pl LC-43/4
 Soyuz-U,76042-237,Ba LC-31/6
 Soyuz-U,76042-689,Pl LC-43/4
 Soyuz-U,78026-863,Pl LC-43/3
 Soyuz-U,76042-691,Ba LC-31/6
 Soyuz-U,76042-239,Pl LC-43/4
 Soyuz-U,76042-692,Pl LC-43/4
 Soyuz-U,76042-693,Ba LC-31/6
 Soyuz-U,E15000-082,Pl LC-43/4
 Soyuz-U,77052-244,Pl LC-43/4
 Soyuz-U,D15000-113,Pl LC-43/3
 Soyuz-U,76042-694,Ba LC-31/6
 Soyuz-U,77052-695,Pl LC-43/4
 Soyuz-U,78018-110,Pl LC-43/3
 Soyuz-U,76038-035,Pl LC-43/4
 Soyuz-U,77052-961,Pl LC-43/3
 Soyuz-U,76038-111,Pl LC-43/3
 Soyuz-U,77052-696,Pl LC-43/3
 Soyuz-U,77052-697,Ba LC-31/6
 Soyuz-U,D15000-103,Ba LC-1/5
 Soyuz-U,D15000-099,Pl LC-43/4
 Soyuz-U,77052-698,Pl LC-43/4
 Soyuz-U,D15000-093,Ba LC-1/5
 Soyuz-U,78018-105,Ba LC-31/6
 Soyuz-U,77052-699,Pl LC-43/4
 Soyuz-U,77052-243,
 Soyuz-U,77052-702,Pl LC-43/3
 Soyuz-U,D15000-106,Ba LC-1/5
 Soyuz-U,78018-106,Pl LC-43/3
 Soyuz-U,E15000-075,Ba LC-31/6
 Soyuz-U,77052-700,Ba LC-31/6
 Soyuz-U,77052-703,Pl LC-43/4
 Soyuz-U,77052-875,Pl LC-43/3
 Soyuz-U,77052-701,Ba LC-31/6
 Soyuz-U,D15000-132,Ba LC-1/5
 Soyuz-U,76042-242,Ba LC-31/6
 Soyuz-U,77052-704,Pl LC-43/3
 Soyuz-U,78018-107,Pl LC-43/3
 Soyuz-U,78018-705,Ba LC-31/6
 Soyuz-U,D15000-123,Ba LC-1/5
 Soyuz-U,78018-109,Ba LC-31/6
 Soyuz-U,78018-706,Pl LC-43/4
 Soyuz-U,78018-108,Pl LC-43/3
 Soyuz-U,78018-707,Pl LC-43/3
 Soyuz-U,77025-046,Pl LC-43/4
 Soyuz-U,76038-112,Pl LC-43/3
 Soyuz-U,78018-711,Ba LC-31/6
 Soyuz-U,78018-708,Pl LC-43/3
 Soyuz-U,D15000-133,Ba LC-1/5
 Soyuz-U,Ye15000-147,Ba LC-1/5
 Soyuz-U,76038-113,Ba LC-31/6
 Soyuz-U,S15000-128,Ba LC-31/6
 Soyuz-U,77025-295,Pl LC-43/3
 Soyuz-U,Ye15000-138,Ba LC-31/6
 Soyuz-U,Ye15000-159,Ba LC-1/5
 Soyuz-U,78018-709,Pl LC-43/4
 Soyuz-U,76038-716?,Pl LC-41/1
 Soyuz-U,77025-124,Pl LC-43/3
 Soyuz-U,77025-047,Pl LC-43/3
 Soyuz-U,Ye15000-152,Ba LC-1/5
 Soyuz-U,76038-715,Pl LC-43/3
 Soyuz-U,77025-125,Pl LC-43/4
 Soyuz-U,78026-864,Pl LC-41/1
 Soyuz-U,78038-714,Pl LC-41/1
 Soyuz-U,77025-729,Pl LC-43/4
 Soyuz-U,D15000-086,Pl LC-43/4
 Soyuz-U,78038-717,Pl LC-41/1
 Soyuz-U,E15000-144,Ba LC-31/6
 Soyuz-U,78055-129,Pl LC-43/4
 Soyuz-U,76038-718,Pl LC-43/4
 Soyuz-U,77052-876,Pl LC-41/1
 Soyuz-U,78066-130,Pl LC-43/3
 Soyuz-U,77025-730,Pl LC-43/4
 Soyuz-U,77025-731,Pl LC-43/4
 Soyuz-U,Ye15000-142,Ba LC-31/6
 Soyuz-U,77025-131,Pl LC-41/1
 Soyuz-U,77025-732,Pl LC-41/1
 Soyuz-U,Ye15000-155,Ba LC-31/6
 Soyuz-U,77025-926,Pl LC-43/3
 Soyuz-U,Ye15000-162,Ba LC-31/6
 Soyuz-U,78055-737,Pl LC-41/1
 Soyuz-U,77025-127,Pl LC-41/1
 Soyuz-U,Zh15000-182,Ba LC-31/6
 Soyuz-U,76038-407,Pl LC-43/3
 Soyuz-U,E15000-048,Pl LC-43/3
 Soyuz-U,Zh15000-175,Ba LC-31/6
 Soyuz-U,78055-736,Pl LC-41/1
 Soyuz-U,78055-048,Pl LC-43/4
 Soyuz-U,76047-152,Pl LC-41/1
 Soyuz-U,78055-420,Pl LC-43/3
 Soyuz-U,Zh15000-178,Ba LC-31/6
 Soyuz-U,76047-060,Pl LC-41/1
 Soyuz-U,77025-128,Pl LC-43/4
 Soyuz-U,D15000-083,Pl LC-43/3
 Soyuz-U,78055-049,Pl LC-43/4
 Soyuz-U,Zh15000-192,Ba LC-31/6
 Soyuz-U,78055-421,Pl LC-43/3
 Soyuz-U,76038-712,Ba LC-31/6
 Soyuz-U,76047-062,Pl LC-43/4
 Soyuz-U,77025-733,Pl LC-43/3
 Soyuz-U,76047-153,Pl LC-43/4
 Soyuz-U,76038-818,Pl LC-43/3
 Soyuz-U,76047-759,
 Soyuz-U,78055-929,Pl LC-43/3
 Soyuz-U,77025-126,Pl LC-43/4
 Soyuz-U,76047-061,Pl LC-41/1
 Soyuz-U,76047-444,Pl LC-43/4
 Soyuz-U,Zh15000-201,Pl LC-41/1
 Soyuz-U,78055-738,Pl LC-43/4
 Soyuz-U,Zh15000-193,Pl LC-41/1
 Soyuz-U,77025-418,Pl LC-43/3
 Soyuz-U,78055-817,Pl LC-41/1
 Soyuz-U,77025-419,Pl LC-43/3
 Soyuz-U,76047-445,Pl LC-43/3
 Soyuz-U,76047-939,Pl LC-43/3
 Soyuz-U,76047-442,Pl LC-43/3
 Soyuz-U,78018-912,Ba LC-31/6
 Soyuz-U,76047-760,Pl LC-43/3
 Soyuz-U,76047-443,Pl LC-43/3
 Soyuz-U,76038-914,Pl LC-43/3
 Soyuz-U,78017-452,Pl LC-43/4
 Soyuz-U,76038-713,Pl LC-43/4
 Soyuz-U,78017-447,Pl LC-43/4
 Soyuz-U,Zh15000-200,Ba LC-31/6
 Soyuz-U,77025-734,Ba LC-1/5
 Soyuz-U,Zh15000-189,Ba LC-31/6
 Soyuz-U,Zh15000-210,Ba LC-1/5
 Soyuz-U,Zh15000-213,Pl LC-43/3
 Soyuz-U,78017-449,Pl LC-41/1
 Soyuz-U,78017-448,Pl LC-43/3
 Soyuz-U,78017-064,Pl LC-43/3
 Soyuz-U,P15000-226,Ba LC-31/6
 Soyuz-U,76047-446,Pl LC-41/1
 Soyuz-U,Zh15000-196,Ba LC-1/5
 Soyuz-U,78055-928,Pl LC-41/1
 Soyuz-U,78017-451,Pl LC-41/1
 Soyuz-U,78017-450,Pl LC-41/1
 Soyuz-U,P15000-232,Ba LC-1/5
 Soyuz-U,78017-453,Pl LC-41/1
 Soyuz-U,76047-063,Pl LC-43/3
 Soyuz-U,P15000-238,Ba LC-1/5
 Soyuz-U,78017-454,Pl LC-43/3
 Soyuz-U,77023-796,Pl LC-43/3
 Soyuz-U,78017-455,Pl LC-43/3
 Soyuz-U,76047-065,Pl LC-41/1
 Soyuz-U,77052-960,Pl LC-41/1
 Soyuz-U,76053-476,Pl LC-41/1
 Soyuz-U,P15000-242,Ba LC-1/5
 Soyuz-U,77023-466,Pl LC-41/1
 Soyuz-U,78055-840,Pl LC-41/1
 Soyuz-U,77023-076,Pl LC-41/1
 Soyuz-U,P15000-219,Ba LC-1/5
 Soyuz-U,77023-469,Pl LC-41/1
 Soyuz-U,77023-467,Pl LC-41/1
 Soyuz-U,77023-470,Pl LC-41/1
 Soyuz-U,P15000-233,Ba LC-31/6
 Soyuz-U,77023-471,Pl LC-41/1
 Soyuz-U,77023-472,Pl LC-41/1
 Soyuz-U,Zh15000-202,Ba LC-1/5
 Soyuz-U,77023-473,Pl LC-43/3
 Soyuz-U,77023-475,Pl LC-43/3
 Soyuz-U,76038-913,Pl LC-41/1
 Soyuz-U,77023-474,Pl LC-41/1
 Soyuz-U,78017-821,Pl LC-41/1
 Soyuz-U,77023-975,Ba LC-31/6
 Soyuz-U,P15000-235,Ba LC-1/5
 Soyuz-U,76053-478,Pl LC-43/3
 Soyuz-U,Ts15000-264,Ba LC-31/6
 Soyuz-U,77023-475 ?,Pl LC-41/1
 Soyuz-U,Ts15000-266,Ba LC-1/5
 Soyuz-U,77023-468,Ba LC-31/6
 Soyuz-U,P15000-257,Ba LC-31/6
 Soyuz-U,78055-927,Ba LC-31/6
 Soyuz-U,76053-480,Pl LC-43/3
 Soyuz-U,76053-482,Ba LC-31/6
 Soyuz-U,76053-479,Pl LC-41/1
 Soyuz-U,77053-484,Ba LC-31/6
 Soyuz-U,P15000-246,Ba LC-1/5
 Soyuz-U,76053-485,Ba LC-31/6
 Soyuz-U,78039-418,Ba LC-31/6
 Soyuz-U,76053-077,Pl LC-41/1
 Soyuz-U,76053-483,Pl LC-41/1
 Soyuz-U,78039-078,Pl LC-43/3
 Soyuz-U,78039-417,Ba LC-31/6
 Soyuz-U,78039-422,Ba LC-31/6
 Soyuz-U,78026-663,Pl LC-43/3
 Soyuz-U,76053-477,Pl LC-43/3
 Soyuz-U,78017-951,Ba LC-31/6
 Soyuz-U,76047-940,Pl LC-41/1
 Soyuz-U,78039-421,Pl LC-41/1
 Soyuz-U,76053-978,Pl LC-41/1
 Soyuz-U,76053-481,Pl LC-41/1
 Soyuz-U,78039-115,Ba LC-31/6
 Soyuz-U,77049-116,Pl LC-41/1
 Soyuz-U,78017-941,Ba LC-31/6
 Soyuz-U,78039-416,Pl LC-43/3
 Soyuz-U,77023-802,Pl LC-43/3
 Soyuz-U,78039-427,Ba LC-31/6
 Soyuz-U,77049-079,Pl LC-41/1
 Soyuz-U,78039-423,Ba LC-31/6
 Soyuz-U,77023-977,Pl LC-41/1
 Soyuz-U,78039-429,Ba LC-31/6
 Soyuz-U,76053-980,Ba LC-31/6
 Soyuz-U,77049-428,Ba LC-31/6
 Soyuz-U,77023-076/976 ?,Pl LC-41/1
 Soyuz-U,78039-424,Pl LC-16/2
 Soyuz-U,78039-953,Ba LC-31/6
 Soyuz-U,78039-419,Pl LC-41/1
 Soyuz-U,78039-420,Pl LC-41/1
 Soyuz-U,78039-425,Pl LC-41/1
 Soyuz-U,Sh15000-310,Ba LC-31/6
 Soyuz-U,76053-979,Pl LC-41/1
 Soyuz-U,78039-426,Ba LC-31/6
 Soyuz-U,76054-080,Pl LC-41/1
 Soyuz-U,Ts15000-272,Ba LC-1/5
 Soyuz-U,77049-431,Pl LC-41/1
 Soyuz-U,78018-710,Ba LC-31/6
 Soyuz-U,Ts15000-283,Ba LC-1/5
 Soyuz-U,76054-117,Pl LC-43/3
 Soyuz-U,Ts15000-290,Ba LC-31/6
 Soyuz-U,77049-430,Ba LC-31/6
 Soyuz-U,76054-118,Pl LC-43/3
 Soyuz-U,78039-215,Ba LC-31/6
 Soyuz-U,77049-435,Ba LC-31/6
 Soyuz-U,77049-434,Ba LC-31/6
 Soyuz-U,Ts15000-269,Ba LC-1/5
 Soyuz-U,78017-054,Pl LC-41/1
 Soyuz-U,77049-433,Pl LC-41/1
 Soyuz-U,Sc15000-318,Ba LC-1/5
 Soyuz-U,76054-081,Pl LC-43/3
 Soyuz-U,77049-432,Pl LC-16/2
 Soyuz-U,77049-803,Pl LC-43/3
 Soyuz-U,77049-216,Ba LC-31/6
 Soyuz-U,Ts15000-276,Ba LC-1/5
 Soyuz-U,76054-119,Pl LC-41/1
 Soyuz-U,76054-763,Ba LC-31/6
 Soyuz-U,78017-944,Pl LC-43/3
 Soyuz-U,77024-082,Pl LC-41/1
 Soyuz-U,77049-955,Pl LC-41/1
 Soyuz-U,Ts15000-292,Ba LC-1/5
 Soyuz-U,76054-761,Pl LC-16/2
 Soyuz-U,76054-764,Ba LC-31/6
 Soyuz-U,Sc15000-335,Ba LC-1/5
 Soyuz-U,76054-765,Ba LC-31/6
 Soyuz-U,76054-767,Ba LC-31/6
 Soyuz-U,76054-766,Pl LC-43/3
 Soyuz-U,77049-217,Ba LC-31/6
 Soyuz-U,Sh15000-332,Ba LC-31/6
 Soyuz-U,77024-773,Ba LC-31/6
 Soyuz-U,77049-956,Ba LC-31/6
 Soyuz-U,77024-120,Pl LC-41/1
 Soyuz-U,76054-248,Pl LC-41/1
 Soyuz-U,78017-943,Pl LC-41/1
 Soyuz-U,77024-770,Pl LC-16/2
 Soyuz-U,77024-772,Pl LC-43/4
 Soyuz-U,Sh15000-342,Ba LC-1/5
 Soyuz-U,76054-957,Pl LC-41/1
 Soyuz-U,78039-214,Ba LC-31/6
 Soyuz-U,76054-768,Pl LC-41/1
 Soyuz-U,77024-771,Ba LC-31/6
 Soyuz-U,78055-839,Pl LC-41/1
 Soyuz-U,77024-250,Ba LC-31/6
 Soyuz-U,77024-775,Pl LC-43/4
 Soyuz-U,78012-122,Pl LC-41/1
 Soyuz-U,76054-762,Pl LC-43/4
 Soyuz-U,Sh15000-349,Ba LC-1/5
 Soyuz-U,77024-958,Pl LC-41/1
 Soyuz-U,78012-123,Pl LC-41/1
 Soyuz-U,78012-781,Ba LC-1/5
 Soyuz-U,78012-083,Pl LC-43/4
 Soyuz-U,76054-769/269 ?,Pl LC-16/2
 Soyuz-U,78012-125,Pl LC-43/4
 Soyuz-U,77024-774,Pl LC-43/4
 Soyuz-U,77024-252,Ba LC-31/6
 Soyuz-U,Ts15000-302,Ba LC-1/5
 Soyuz-U,77024-776,Pl LC-43/4
 Soyuz-U,78012-084,Pl LC-43/4
 Soyuz-U,78012-782,Pl LC-16/2
 Soyuz-U,78012-783,Pl LC-43/4
 Soyuz-U,78039-952,Pl LC-41/1
 Soyuz-U,77024-251,Pl LC-41/1
 Soyuz-U,Yu15000-363,Ba LC-1/5
 Soyuz-U,77024-803,Ba LC-31/6
 Soyuz-U,Ts15000-287,Ba LC-31/6
 Soyuz-U,78012-784,Pl LC-16/2
 Soyuz-U,78012-785,Pl LC-16/2
 Soyuz-U,77024-249,Pl LC-41/1
 Soyuz-U,78012-786,Pl LC-41/1
 Soyuz-U,Yu15000-371,Pl LC-41/1
 Soyuz-U,Sh15000-345,Ba LC-31/6
 Soyuz-U,78012-787,Pl LC-43/4
 Soyuz-U,78012-806*,Pl LC-41/1
 Soyuz-U,Yu15000-357,Ba LC-31/6
 Soyuz-U,76032-126,Pl LC-41/1
 Soyuz-U,Yu15000-367,Ba LC-31/6
 Soyuz-U,78012-789,Pl LC-16/2
 Soyuz-U,S15000-309,Pl LC-41/1
 Soyuz-U,77024-779,Pl LC-43/4
 Soyuz-U,Sc15000-395,Ba LC-31/6
